range_m,freq_hz,TL_db
1000,3687.5,60.25498754343776
1000,3718.75,60.257641857780406
1000,3750.0,60.26031463009197
1000,3781.25,60.26300593141141
1000,3812.5,60.26571582996253
1000,3843.75,60.2684443912665
1000,3875.0,60.27119167824932
1000,3906.25,60.27395775134438
1000,3937.5,60.27674266859041
1000,3968.75,60.27954648572499
1000,4000.0,60.28236925627394
1000,4031.25,60.28521103163665
1000,4062.5,60.28807186116771
1000,4093.75,60.29095179225481
1000,4125.0,60.29385087039336
1000,4156.25,60.29676913925772
1000,4187.5,60.299706640769365
1000,4218.75,60.30266341516213
1000,4250.0,60.30563950104454
1000,4281.25,60.30863493545958
1000,4312.5,60.31164975394177
1000,4343.75,60.31468399057193
1000,4375.0,60.31773767802952
1000,4406.25,60.32081084764285
1000,4437.5,60.3239035294371
1000,4468.75,60.32701575218039
1000,4500.0,60.330147543427906
1000,4531.25,60.33329892956419
1000,4562.5,60.33646993584368
1000,4593.75,60.33966058642964
1000,4625.0,60.342870904431365
1000,4656.25,60.34610091194006
1000,4687.5,60.34935063006308
1000,4718.75,60.3526200789569
1000,4750.0,60.355909277858736
1000,4781.25,60.3592182451169
1000,4812.5,60.36254699821991
1000,4843.75,60.36589555382456
1000,4875.0,60.36926392778271
1000,4906.25,60.37265213516719
1000,4937.5,60.37606019029663
1000,4968.75,60.379488106759254
1000,5000.0,60.3829358974359
1000,5031.25,60.38640357452202
1000,5062.5,60.389891149548944
1000,5093.75,60.393398633404225
1000,5125.0,60.39692603635131
1000,5156.25,60.400473368048424
1000,5187.5,60.40404063756674
1000,5218.75,60.407627853407874
1000,5250.0,60.41123502352075
1000,5281.25,60.41486215531783
1000,5312.5,60.418509255690694
1000,5343.75,60.42217633102515
1000,5375.0,60.42586338721569
1000,5406.25,60.42957042967952
1000,5437.5,60.43329746336997
1000,5468.75,60.43704449278952
1000,5500.0,60.4408115220023
1000,5531.25,60.444598554646184
1000,5562.5,60.448405593944415
1000,5593.75,60.452232642716844
1000,5625.0,60.456079703390785
1000,5656.25,60.45994677801145
1000,5687.5,60.46383386825205
1000,5718.75,60.46774097542357
1000,5750.0,60.47166810048413
1000,5781.25,60.475615244048115
1000,5812.5,60.47958240639491
1000,5843.75,60.48356958747743
1000,5875.0,60.48757678693025
1000,5906.25,60.491604004077566
1000,5937.5,60.49565123794081
1000,5968.75,60.49971848724609
1000,6000.0,60.50380575043128
1000,6031.25,60.50791302565298
1000,6062.5,60.51204031079317
1000,6093.75,60.516187603465696
1000,6125.0,60.52035490102251
1000,6156.25,60.52454220055973
1000,6187.5,60.5287494989235
1000,6218.75,60.53297679271566
1000,6250.0,60.537224078299204
1000,6281.25,60.54149135180364
1000,6312.5,60.54577860913011
1000,6343.75,60.55008584595637
1000,6375.0,60.55441305774161
1000,6406.25,60.55876023973116
1000,6437.5,60.56312738696098
1000,6468.75,60.56751449426209
1000,6500.0,60.5719215562648
1000,6531.25,60.57634856740284
1000,6562.5,60.58079552191735
1000,6593.75,60.585262413860804
1000,6625.0,60.5897492371007
1000,6656.25,60.59425598532326
1000,6687.5,60.59878265203695
1000,6718.75,60.603329230575945
1000,6750.0,60.607895714103385
1000,6781.25,60.6124820956147
1000,6812.5,60.6170883679407
1000,6843.75,60.621714523750626
1000,6875.0,60.62636055555512
1000,6906.25,60.63102645570908
1000,6937.5,60.63571221641451
1000,6968.75,60.64041782972315
1000,7000.0,60.64514328753916
1000,7031.25,60.649888581621695
1000,7062.5,60.65465370358733
1000,7093.75,60.65943864491254
1000,7125.0,60.66424339693605
1000,7156.25,60.66906795086108
1000,7187.5,60.673912297757575
1000,7218.75,60.678776428564426
1000,7250.0,60.6836603340915
1000,7281.25,60.68856400502172
1000,7312.5,60.69348743191307
1000,7343.75,60.69843060520049
1000,7375.0,60.70339351519783
1000,7406.25,60.708376152099596
1000,7437.5,60.713378505982824
1000,7468.75,60.71840056680876
1000,7500.0,60.723442324424596
1000,7531.25,60.7285037685651
1000,7562.5,60.7335848888542
1000,7593.75,60.738685674806625
1000,7625.0,60.74380611582936
1000,7656.25,60.74894620122316
1000,7687.5,60.75410592018401
1000,7718.75,60.75928526180453
1000,7750.0,60.76448421507535
1000,7781.25,60.76970276888646
1000,7812.5,60.77494091202853
1000,7843.75,60.78019863319418
1000,7875.0,60.78547592097922
1000,7906.25,60.79077276388389
1000,7937.5,60.79608915031403
1000,7968.75,60.80142506858224
1000,8000.0,60.806780506909035
1000,8031.25,60.81215545342393
1000,8062.5,60.81754989616651
1000,8093.75,60.822963823087534
1000,8125.0,60.828397222049894
1000,8156.25,60.83385008082968
1000,8187.5,60.839322387117136
1000,8218.75,60.844814128517626
1000,8250.0,60.85032529255259
1000,8281.25,60.85585586666042
1000,8312.5,60.861405838197406
1000,8343.75,60.86697519443859
1000,8375.0,60.87256392257861
1000,8406.25,60.878172009732566
1000,8437.5,60.88379944293684
1000,8468.75,60.88944620914989
1000,8500.0,60.89511229525303
1000,8531.25,60.90079768805121
1000,8562.5,60.90650237427378
1000,8593.75,60.91222634057519
1000,8625.0,60.91796957353576
1000,8656.25,60.92373205966236
1000,8687.5,60.92951378538912
1000,8718.75,60.935314737078066
1000,8750.0,60.94113490101985
1000,8781.25,60.946974263434356
1000,8812.5,60.95283281047135
1000,8843.75,60.9587105282111
1000,8875.0,60.964607402665024
1000,8906.25,60.97052341977624
1000,8937.5,60.9764585654202
1000,8968.75,60.982412825405255
1000,9000.0,60.98838618547319
1000,9031.25,60.99437863129985
1000,9062.5,61.00039014849564
1000,9093.75,61.00642072260605
1000,9125.0,61.012470339112234
1000,9156.25,61.01853898343148
1000,9187.5,61.024626640917745
1000,9218.75,61.03073329686214
1000,9250.0,61.036858936493424
1000,9281.25,61.0430035449785
1000,9312.5,61.04916710742285
1000,9343.75,61.055349608871076
1000,9375.0,61.061551034307264
1000,9406.25,61.06777136865549
1000,9437.5,61.074010596780255
1000,9468.75,61.080268703486915
1000,9500.0,61.08654567352211
1000,9531.25,61.09284149157418
1000,9562.5,61.09915614227358
1000,9593.75,61.1054896101933
1000,9625.0,61.11184187984925
1000,9656.25,61.118212935700654
1000,9687.5,61.12460276215046
1000,9718.75,61.13101134354569
1000,9750.0,61.13743866417785
1000,9781.25,61.14388470828328
1000,9812.5,61.15034946004353
1000,9843.75,61.156832903585695
1000,9875.0,61.16333502298282
1000,9906.25,61.169855802254204
1000,9937.5,61.17639522536576
1000,9968.75,61.18295327623035
1000,10000.0,61.189529938708155
1000,10031.25,61.19612519660695
1000,10062.5,61.20273903368246
1000,10093.75,61.209371433638694
1000,10125.0,61.21602238012823
1000,10156.25,61.22269185675256
1000,10187.5,61.229379847062376
1000,10218.75,61.236086334557896
1000,10250.0,61.24281130268914
1000,10281.25,61.24955473485625
1000,10312.5,61.25631661440976
1000,10343.75,61.26309692465094
1000,10375.0,61.269895648832005
1000,10406.25,61.27671277015645
1000,10437.5,61.283548271779324
1000,10468.75,61.290402136807494
1000,10500.0,61.29727434829993
1000,10531.25,61.304164889267966
1000,10562.5,61.311073742675575
1000,10593.75,61.31800089143964
1000,10625.0,61.32494631843017
1000,10656.25,61.33191000647064
1000,10687.5,61.33889193833818
1000,10718.75,61.34589209676384
1000,10750.0,61.352910464432874
1000,10781.25,61.35994702398494
1000,10812.5,61.36700175801438
1000,10843.75,61.374074649070465
1000,10875.0,61.3811656796576
1000,10906.25,61.3882748322356
1000,10937.5,61.39540208921992
1000,10968.75,61.402547432981855
1000,11000.0,61.40971084584882
1000,11031.25,61.416892310104544
1000,11062.5,61.42409180798931
1000,11093.75,61.4313093217002
1000,11125.0,61.43854483339127
1000,11156.25,61.44579832517381
1000,11187.5,61.45306977911656
1000,11218.75,61.46035917724593
1000,11250.0,61.46766650154617
1000,11281.25,61.47499173395966
1000,11312.5,61.48233485638706
1000,11343.75,61.48969585068757
1000,11375.0,61.49707469867907
1000,11406.25,61.50447138213842
1000,11437.5,61.51188588280157
1000,11468.75,61.51931818236384
1000,11500.0,61.52676826248008
1000,11531.25,61.5342361047649
1000,11562.5,61.541721690792826
1000,11593.75,61.549225002098545
1000,11625.0,61.55674602017709
1000,11656.25,61.564284726484004
1000,11687.5,61.57184110243558
1000,11718.75,61.57941512940903
1000,11750.0,61.58700678874266
1000,11781.25,61.59461606173611
1000,11812.5,61.6022429296505
1000,11843.75,61.60988737370862
1000,11875.0,61.61754937509514
1000,11906.25,61.62522891495678
1000,11937.5,61.6329259744025
1000,11968.75,61.64064053450368
1000,12000.0,61.64837257629432
1000,12031.25,61.65612208077118
1000,12062.5,61.663889028894005
1000,12093.75,61.671673401585664
1000,12125.0,61.679475179732385
1000,12156.25,61.68729434418387
1000,12187.5,61.6951308757535
